0.000000, 0.000000, 0.000000, 0.522178, 0.013839, 0.165654
0.000000, 0.000000, 0.000000, 0.452001, -0.013839, -0.165654
0.522178, 0.013839, 0.165654, 0.605544, 0.015390, 0.193567
0.522178, 0.013839, 0.165654, 0.960978, 0.026126, 0.303392
0.605544, 0.015390, 0.193567, 0.605131, 0.019988, 0.195049
0.605544, 0.015390, 0.193567, 0.684878, 0.012261, 0.218509
0.684878, 0.012261, 0.218509, 0.719568, 0.010358, 0.234256
0.684878, 0.012261, 0.218509, 0.729252, 0.011045, 0.227619
0.960978, 0.026126, 0.303392, 1.129718, 0.038936, 0.357138
0.960978, 0.026126, 0.303392, 1.230860, 0.025597, 0.387328
1.129718, 0.038936, 0.357138, 1.236094, 0.058682, 0.392601
1.129718, 0.038936, 0.357138, 1.191510, 0.031957, 0.375238
1.236094, 0.058682, 0.392601, 1.241473, 0.059573, 0.394401
1.236094, 0.058682, 0.392601, 1.337091, 0.077537, 0.426264
1.337091, 0.077537, 0.426264, 1.344407, 0.077093, 0.429039
1.337091, 0.077537, 0.426264, 1.430569, 0.096797, 0.457086
1.430569, 0.096797, 0.457086, 1.490500, 0.096085, 0.482920
1.430569, 0.096797, 0.457086, 1.462621, 0.116461, 0.461579
1.490500, 0.096085, 0.482920, 1.491311, 0.095554, 0.487450
1.490500, 0.096085, 0.482920, 1.547701, 0.095927, 0.503399
1.547701, 0.095927, 0.503399, 1.559302, 0.095844, 0.508858
1.547701, 0.095927, 0.503399, 1.593246, 0.095851, 0.518398
1.191510, 0.031957, 0.375238, 1.200619, 0.029569, 0.382027
1.191510, 0.031957, 0.375238, 1.243463, 0.027450, 0.386335
1.243463, 0.027450, 0.386335, 1.246122, 0.026287, 0.387858
1.243463, 0.027450, 0.386335, 1.292492, 0.024128, 0.395853
1.292492, 0.024128, 0.395853, 1.301970, 0.033769, 0.400744
1.292492, 0.024128, 0.395853, 1.327339, 0.011484, 0.399566
1.230860, 0.025597, 0.387328, 1.271177, 0.029639, 0.406636
1.230860, 0.025597, 0.387328, 1.459794, 0.021029, 0.451759
1.459794, 0.021029, 0.451759, 1.477463, 0.016932, 0.460498
1.459794, 0.021029, 0.451759, 1.670404, 0.020570, 0.507268
1.670404, 0.020570, 0.507268, 1.671165, 0.020461, 0.507553
1.670404, 0.020570, 0.507268, 1.880240, 0.020219, 0.562489
1.880240, 0.020219, 0.562489, 1.933986, 0.092085, 0.738578
1.880240, 0.020219, 0.562489, 1.938692, -0.051835, 0.415927
1.933986, 0.092085, 0.738578, 1.929751, 0.125122, 0.808518
1.933986, 0.092085, 0.738578, 1.990801, 0.129354, 0.840903
1.929751, 0.125122, 0.808518, 1.929702, 0.129114, 0.817048
1.929751, 0.125122, 0.808518, 1.925565, 0.154163, 0.869918
1.925565, 0.154163, 0.869918, 1.925931, 0.152116, 0.901204
1.925565, 0.154163, 0.869918, 1.921261, 0.183533, 0.896404
1.990801, 0.129354, 0.840903, 1.994878, 0.130908, 0.849831
1.990801, 0.129354, 0.840903, 2.043472, 0.165026, 0.934182
2.043472, 0.165026, 0.934182, 2.054132, 0.154567, 0.947577
2.043472, 0.165026, 0.934182, 2.082066, 0.208843, 1.008014
2.082066, 0.208843, 1.008014, 2.083065, 0.210265, 1.010401
2.082066, 0.208843, 1.008014, 2.119658, 0.251235, 1.079452
2.119658, 0.251235, 1.079452, 2.116957, 0.258541, 1.086635
2.119658, 0.251235, 1.079452, 2.158843, 0.285072, 1.141605
2.158843, 0.285072, 1.141605, 2.163556, 0.289115, 1.149807
2.158843, 0.285072, 1.141605, 2.193310, 0.314862, 1.195546
2.193310, 0.314862, 1.195546, 2.193499, 0.315051, 1.195903
2.193310, 0.314862, 1.195546, 2.227588, 0.344461, 1.249130
2.227588, 0.344461, 1.249130, 2.252664, 0.368228, 1.292624
2.227588, 0.344461, 1.249130, 2.236764, 0.350272, 1.259182
2.252664, 0.368228, 1.292624, 2.258519, 0.364468, 1.300798
2.252664, 0.368228, 1.292624, 2.270397, 0.394344, 1.325360
1.938692, -0.051835, 0.415927, 1.929359, -0.103632, 0.370408
1.938692, -0.051835, 0.415927, 2.002180, -0.066795, 0.325659
1.929359, -0.103632, 0.370408, 1.868902, -0.134628, 0.369130
1.929359, -0.103632, 0.370408, 1.985302, -0.097685, 0.349674
1.868902, -0.134628, 0.369130, 1.865660, -0.136981, 0.369271
1.868902, -0.134628, 0.369130, 1.811734, -0.163246, 0.367712
1.811734, -0.163246, 0.367712, 1.804317, -0.164482, 0.368442
1.811734, -0.163246, 0.367712, 1.762330, -0.190456, 0.365571
1.762330, -0.190456, 0.365571, 1.754346, -0.195595, 0.365304
1.762330, -0.190456, 0.365571, 1.720929, -0.212515, 0.363698
1.985302, -0.097685, 0.349674, 1.995633, -0.099431, 0.348453
1.985302, -0.097685, 0.349674, 2.030299, -0.090057, 0.330389
2.002180, -0.066795, 0.325659, 2.062872, -0.099619, 0.353590
2.002180, -0.066795, 0.325659, 1.971871, -0.041130, 0.254528
2.062872, -0.099619, 0.353590, 2.087877, -0.110710, 0.368207
2.062872, -0.099619, 0.353590, 2.098352, -0.121242, 0.366809
1.971871, -0.041130, 0.254528, 1.943917, -0.011229, 0.224498
1.971871, -0.041130, 0.254528, 1.971276, -0.046855, 0.217555
1.943917, -0.011229, 0.224498, 1.938243, 0.007455, 0.214820
1.943917, -0.011229, 0.224498, 1.922706, -0.001156, 0.205293
0.452001, -0.013839, -0.165654, 0.628160, 0.010718, -0.191346
0.452001, -0.013839, -0.165654, 0.721982, -0.052055, -0.303469
0.628160, 0.010718, -0.191346, 0.775372, 0.026473, -0.205714
0.628160, 0.010718, -0.191346, 0.656875, 0.019489, -0.202635
0.775372, 0.026473, -0.205714, 0.792951, 0.027148, -0.197826
0.775372, 0.026473, -0.205714, 0.902458, 0.041279, -0.227722
0.902458, 0.041279, -0.227722, 0.916758, 0.044980, -0.227349
0.902458, 0.041279, -0.227722, 1.014835, 0.052335, -0.250033
1.014835, 0.052335, -0.250033, 1.015964, 0.055803, -0.246638
1.014835, 0.052335, -0.250033, 1.121978, 0.059521, -0.274923
1.121978, 0.059521, -0.274923, 1.161161, 0.056053, -0.283713
1.121978, 0.059521, -0.274923, 1.189490, 0.070144, -0.290918
1.189490, 0.070144, -0.290918, 1.202949, 0.061893, -0.291160
1.189490, 0.070144, -0.290918, 1.239659, 0.088407, -0.305751
1.239659, 0.088407, -0.305751, 1.241336, 0.092136, -0.301641
1.239659, 0.088407, -0.305751, 1.284394, 0.101572, -0.323583
0.721982, -0.052055, -0.303469, 0.733208, -0.053406, -0.308674
0.721982, -0.052055, -0.303469, 0.980729, -0.088920, -0.436074
0.980729, -0.088920, -0.436074, 1.127557, 0.013421, -0.500665
0.980729, -0.088920, -0.436074, 1.053544, -0.222554, -0.484047
1.127557, 0.013421, -0.500665, 1.210855, 0.071638, -0.517479
1.127557, 0.013421, -0.500665, 1.189769, 0.056627, -0.547862
1.210855, 0.071638, -0.517479, 1.231455, 0.091256, -0.518578
1.210855, 0.071638, -0.517479, 1.273113, 0.109931, -0.533106
1.273113, 0.109931, -0.533106, 1.282100, 0.100974, -0.525541
1.273113, 0.109931, -0.533106, 1.315175, 0.150285, -0.553485
1.315175, 0.150285, -0.553485, 1.359114, 0.154055, -0.536878
1.315175, 0.150285, -0.553485, 1.299531, 0.173662, -0.583801
1.189769, 0.056627, -0.547862, 1.195187, 0.059281, -0.551199
1.189769, 0.056627, -0.547862, 1.246515, 0.097145, -0.591687
1.246515, 0.097145, -0.591687, 1.246959, 0.098732, -0.591613
1.246515, 0.097145, -0.591687, 1.302403, 0.135780, -0.635265
1.302403, 0.135780, -0.635265, 1.339845, 0.149871, -0.657217
1.302403, 0.135780, -0.635265, 1.320080, 0.159793, -0.656291
1.053544, -0.222554, -0.484047, 1.083781, -0.277258, -0.495222
1.053544, -0.222554, -0.484047, 1.095883, -0.301045, -0.520687
1.083781, -0.277258, -0.495222, 1.099097, -0.305348, -0.500856
1.083781, -0.277258, -0.495222, 1.098701, -0.303872, -0.500765
1.095883, -0.301045, -0.520687, 1.105625, -0.323551, -0.529876
1.095883, -0.301045, -0.520687, 1.128438, -0.356952, -0.548101
1.128438, -0.356952, -0.548101, 1.129991, -0.359650, -0.549298
1.128438, -0.356952, -0.548101, 1.159438, -0.410159, -0.574316
1.159438, -0.410159, -0.574316, 1.157916, -0.426476, -0.564148
1.159438, -0.410159, -0.574316, 1.186864, -0.438303, -0.606391
1.186864, -0.438303, -0.606391, 1.198167, -0.484592, -0.593139
1.186864, -0.438303, -0.606391, 1.188905, -0.405708, -0.635251
